airline_sentiment,text
negative,", I submitted a status match request a while back and still haven’t heard! I’m flying on Monday. Can you look / accelerate?"
positive, had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight. #livewelltraveled #sytycd
positive, that doesn't look to fat to me! It looks yummy!
neutral," CEO says #Southwest &amp; #jetblue have strayed from low cost model.
http://t.co/96Sctomh29"
neutral, a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6
neutral, Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/FVUdmh27pF @TheNationalUAE
neutral, Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/DCoBoKN7EE @TheNationalUAE
neutral, Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE
positive, omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️
positive, Your planes are really pretty. Just thought u should know that. :)
neutral, when are you flying to hawaii
negative, I'm pulling my hair out trying to book a flight with u. Your site doesn't work on iPhone or iPad.don't have a computer #help
positive, thank you
negative, Can I get some help with a support ticket? It's been 15 days.... Incident: 150202-000419 Thank you!
positive, good to be home #texas #moodlighting http://t.co/N3BVZTY3zI
negative, I cannot even open my laptop in seat 4C and I paid a premium for this?!!   Let me out of here!
negative, I am in seat 4C and I cannot even open my laptop; and I paid extra for this seat!!
neutral,. If only you guys were starting those flights at the end of the month! Guess I’m still road tripping on Feb 27…
positive," thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!"
neutral, Really? Sprint? I thought you guys were 'kewl'! 0_0
positive, this is too cool!  Never been on ur planes but now I will!!
neutral, you should have 39 dollar LAX-Las fares!!!
positive, great. Well deserved.
negative, FYI the info.com email address you say to contact in password reset emails doesn't exist. Emails bounce.
negative, Status match - 2 weeks have gone by and no news.Flt next week - hope flt will count towards requirement.  Cust Svc no help!!!
negative, your website sucks donkey dicks. Just thought you should know. All best.
neutral, You should still develop an app - then you will be my favorite airline.
negative, all crap channels which is why I pay to watch UK tv
positive, got it. All set - Thanks!
neutral, no A's channel this year?
neutral, Only thing I see on passbook is Virgin Mobile Mexico. How do I integrate?
positive, Giants and Virgin America. A match made in heaven.
positive," thank goodness!! Also, see you friday, nwk&gt;sf.. BOOM!"
negative, how come you don't have an iPhone app? Still using and making me waste paper.
negative, Your back of seat entertainment system does not accept credit cards that  have an apostrophe in the surname. #apostrophefail
negative, When will VX use all 6 LGA slots instead of 4 today? Adding AUS makes this less likely :(
neutral, is helping me step up my @Tinder game! #TinderTips #tinderchamp http://t.co/jBmVVha63A
positive, I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker
positive, thank you! See y'all soon! I'm excited to see the expansion of destinations. Spread those wings!
negative, sad to learn you no longer fly SFO &gt; PHL. Hope it returns!
neutral," - can you tweet me the Cancelled Flight/chng fee for a flight? or can I rebook under one of your affiliates? If so, who are afiliates?"
positive, has the most INCREDIBLE customer service I've ever experienced! So refreshing!
neutral," Now, when will we see VirginAmerica come to Philadelphia (PHL)."
positive," , am I dreaming? Did you really just open up a route between Dallas and Austin?! And does this mean Houston might be next?"
positive, OMG FINALLY
neutral, to start 5xweekly #A319 flights from to #Dallas @DallasLoveField #Austin on 28APR #avgeek
neutral, Nice to see you expanding in Texas but don't forget about us here in #SanDiego. I would love to see more flights out of here!
negative, kinda sucked my earphone jack didn't work on my flight. They may want to look into that for future passengers
negative, Very poor experience. First computer problem now seat malfunction. Stuck. Missing meeting in San Diego.
neutral," to battle @SouthwestAir on @DallasLoveField-@AUStinAirport route 
http://t.co/6RLz0EBk2X via @usatoday"
positive, #thankyou the DAL-AUS route makes my day!!!!
positive, awesome deals DAL-AUS for only $39 each way! https://t.co/xCVQXYkg49
neutral, I miss the #nerdbird in San Jose
positive," love it, taking @SouthwestAir on in their backyard! Consumers win when biz competes."
positive, ​ is flying from Love to Austin now. That is most excellent news.
neutral, can we make every VX plane with #nerdbird? Why should Austin be the only one getting nerd love?
neutral, please add more frequency to PDX Portland
positive, Congrats VX on the new route! ✈️🎉
negative," I tried that. You offered to charge me an additional $1k for a new ticket or be stranded until Thurs. 1st time, last time."
negative," Never had a bad experience before, but this one took the cake. Now extortion for carry on items as well?"
negative, Had to spend 5 hours worrying that items in carryon would be broken/stolen since I couldn't carry them on plane or lock bag.
negative," All of group E was told there was no more room in the bins. when I got on the plane, was room for at least 4 bags in my row!"
negative, Thanks for making my flight from LAX to JFK a nightmare by forcing me to check my carry on bag at the gate. (1)
negative, I have lots of flights to book and your site it not working!!!! I've been on the phone waiting for over 10 minutes..........
positive, I am all about the in flight artisanal cheese and wine pairing.
neutral, does Virgin America fly direct from Seattle to NYC or Boston?
positive, That's classy.
positive, I'm sure a lot of your 747 and 777 JFK-LHR flights go a lot faster than 513mph with a strong tailwind.
positive, now it's just t-minus 32 minutes until my Elevate a Silver upgrade window opens . #FreeNeverSucks 😃👍
neutral, save some for 871 tomorrow AM!
negative, Why is it taking 12 years to fly home to Dallas? Get your shit together.
neutral, @JezzieGoldz club Virgin is bumping in New York http://t.co/HaQc7GDg7c
positive, @JezzieGoldz would have been a rough trip but LUCKILY we were on a #virginamerica flight. #weather
neutral, is that #thestarter??😁
neutral, ...Please come to Minneapolis St. Paul!
neutral, YES FYI  MY BFF
positive," another perfect flight.   How come on your planes,  the sun visors can stay down?  Other carriers make you raise them?"
positive, I love the dancing little richard. cool beans.
positive, I don’t use Passbook =/ I still love you though &lt;3 :) I’ll just use my email in the future.
positive, thanks for the free birthday points! y'all are ALL RIGHT with me!
neutral, do you have an application for iOS? Was looking and only saw Virgin Mexico :( &lt;/3
negative, Man of steel flies to more cities though...and with more frequency too.
positive, thanks so much for sharing. Just added it to my site http://t.co/TsviBTvT8h
neutral, Good point!
neutral,. I heard he has a virgin mobile hotspot ;)
neutral, you got cheese pLate Flights too.
neutral, On all your flights?
positive, Dad on Segway is the best part of this whole infographic!
positive, Are there any plans for a short haul airline in Europe? Would defiantly fly with you guys :)
positive, wifi AND better seating.
neutral, how come ABC is the only one of the network channels you don't have?
negative, started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.
positive,". not only was it great, but you return my calls the day after. Couldn't ask for more. #myVXexperience"
negative," While other airlines weren't Cancelled Flighting flights into BOS, and helping their customers get home, Virgin was saying Good luck!"
neutral," Dear Virgin customer, while you're stranded in SF for 3 days &amp; $1000cost- we'll do the very least we can to accommodate you!"
neutral, should use this in their next airline commercial lol :: http://t.co/pXEXIlSjBs
negative, Grouping Virgin in with the others now. BOS weather has exposed their actual Cus Serv model. Never Flight Booking Problems with Virgin again!
negative," As one of the travelers affected by the Boston storm, I'm shocked at Virgin's complete apathy toward their customers."
negative, Umm so no reason as to why this is? Is there someone different I should contact (or contact me) to get a definitive answer?
negative, Trying to make the change in advance (not just 24 hours prior)…tried it online earlier and it wanted $300 in change fees.
