airline_sentiment,airline_sentiment_confidence,airline,retweet_count,text
negative,1.0,Virgin America,0,@VirginAmerica current bug on website shows ‘select departure city’ when selecting destination city http://t.co/SLLYIBE2vQ
negative,1.0,Virgin America,0,@VirginAmerica luggage was severely dented/missing wheel coming off baggage claim in SAN. Luggage agent Miranda (I think) wasn't any help.
positive,1.0,Virgin America,0,"@VirginAmerica thank you for the easy itinerary shift for impending weather. Quick, painless &amp; free."
neutral,0.6598,Virgin America,0,"@VirginAmerica If you'd love to see more girls be inspired to become pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh"
positive,1.0,Virgin America,0,@VirginAmerica Thanks! Good times there and back! #Vodkatonics the entire flight🍸#sfo
neutral,1.0,Virgin America,0,"@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G"
neutral,1.0,Virgin America,0,@VirginAmerica any plans to start flying direct from DAL to LAS?
neutral,0.6701,Virgin America,0,@VirginAmerica BIG Love/gratitude.mpower w/ http://t.co/1AGR9knCpf weRin #OSCARS2105 VIPswagbags@ #AvalonHollywood http://t.co/ybMbGs0dHn
positive,1.0,Virgin America,0,"@VirginAmerica, you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!"
negative,1.0,Virgin America,0,@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒
neutral,1.0,Virgin America,0,@VirginAmerica Grand Budapest Hotel #OscarsCountdown
neutral,1.0,Virgin America,0,@VirginAmerica This is what you missed @NewsVP. Next trip to the 407.
negative,0.6965,Virgin America,0,@VirginAmerica #wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!
negative,1.0,Virgin America,0,@VirginAmerica there is something wrong with you website in Safari iPhone
negative,0.6368,Virgin America,0,@VirginAmerica Already checked in so the page expired :X
negative,1.0,Virgin America,0,@VirginAmerica Boo for a not refunding a seat upgrade fee I did not want to buy in the first place!
neutral,1.0,Virgin America,0,@VirginAmerica shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y
neutral,1.0,Virgin America,0,@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4
positive,0.6855,Virgin America,0,@VirginAmerica I see what you did there ;)
neutral,0.6803,Virgin America,0,@VirginAmerica way to take advantage of #MayweatherPacquiao :)
neutral,1.0,Virgin America,0,@VirginAmerica you know I'm flying virgin for the fight #MayweatherPacquiao
positive,1.0,Virgin America,0,@VirginAmerica your inflight team makes the experience #amazing!
positive,1.0,Virgin America,0,@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J
negative,1.0,Virgin America,0,"@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected👎 #DISAPPOINTED"
neutral,1.0,Virgin America,0,@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef
positive,1.0,Virgin America,0,@VirginAmerica fav airline
positive,0.6776,Virgin America,0,@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-)
neutral,1.0,Virgin America,0,👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”
neutral,1.0,Virgin America,0,@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.
negative,1.0,Virgin America,0,@VirginAmerica already contacted Central Baggage &amp; sent DM. @RenttheRunway is charging me for the dress that was in the lost suitcase #help
positive,1.0,Virgin America,0,@VirginAmerica Thank you!!
negative,0.6569,Virgin America,0,@VirginAmerica Is there anything going on with the website? I've been getting a lot of errors past 30 minutes.
neutral,0.6773,Virgin America,0,@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!
neutral,0.642,Virgin America,0,@VirginAmerica I need you to follow back in order to DM.
neutral,1.0,Virgin America,0,@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄
neutral,0.6791,Virgin America,0,@VirginAmerica they told to check with the airline regulation first so that is why I contacted you.
negative,1.0,Virgin America,0,@VirginAmerica @VirginAtlantic I have just checked in flight to SFO from LAX &amp; been told as Atlantic Flying Club Gold I get no benefits?!
negative,1.0,Virgin America,0,@VirginAmerica husband and I ordered three drinks via my screen and they never came. Awesome!
negative,1.0,Virgin America,0,@VirginAmerica soooo are you guys going to leave the seatbelt light on all flight? You can barely call this turbulence :-)
neutral,1.0,Virgin America,0,@VirginAmerica what is your policy on flying after surgery?
neutral,1.0,Virgin America,0,@VirginAmerica posts second consecutive full-year net profit - @ATWOnline http://t.co/tvB5zbzVhg
negative,1.0,Virgin America,0,"@VirginAmerica Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this!"
positive,1.0,Virgin America,0,@VirginAmerica would love to do more for virgin just like I do for @GoPro
neutral,1.0,Virgin America,0,@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I
neutral,1.0,Virgin America,0,"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application."
neutral,1.0,Virgin America,0,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq
neutral,1.0,Virgin America,0,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ"
negative,1.0,Virgin America,0,@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS
neutral,0.6625,Virgin America,0,@VirginAmerica weather delays &gt; next few weeks ;) #JFK #BOS #DCA
neutral,1.0,Virgin America,0,@VirginAmerica @madbee95 check the website before you go to the airport!
negative,1.0,Virgin America,0,@VirginAmerica Do you guys know your check-in links from emails are broken? http://t.co/2npXB6oBMr
neutral,1.0,Virgin America,0,@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8
positive,1.0,Virgin America,0,@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry
negative,0.662,Virgin America,0,@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.
positive,1.0,Virgin America,0,@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!
positive,0.6884,Virgin America,0,"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!"
positive,0.6658,Virgin America,0,@VirginAmerica happy to spend the day together. Let's do this!
neutral,0.375,Virgin America,0,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9
neutral,1.0,Virgin America,0,@VirginAmerica missed my flight. How does standby work?
positive,1.0,Virgin America,0,.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps
neutral,1.0,Virgin America,0,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS
positive,1.0,Virgin America,0,@VirginAmerica thank you! I absolutely will 😎
negative,1.0,Virgin America,0,@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD
neutral,0.6529,Virgin America,0,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘
negative,1.0,Virgin America,0,@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg
negative,1.0,Virgin America,0,"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW"
neutral,1.0,Virgin America,0,@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel
negative,1.0,Virgin America,0,@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW
negative,1.0,Virgin America,0,@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?
neutral,0.6667,Virgin America,0,@VirginAmerica add DTW and I'm sold!
positive,0.6809,Virgin America,0,@VirginAmerica How about some free drinks on the flight back for the free promo?
positive,1.0,Virgin America,0,@VirginAmerica @SSal thanks!
neutral,0.6354,Virgin America,0,@VirginAmerica momma I made it! 😁😁😁
neutral,1.0,Virgin America,0,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.
neutral,0.6742,Virgin America,0,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!
negative,1.0,Virgin America,0,"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage."
neutral,0.6461,Virgin America,0,@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks
positive,0.6482,Virgin America,0,@VirginAmerica Thanks!
positive,1.0,Virgin America,0,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel
positive,1.0,Virgin America,0,@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef
negative,1.0,Virgin America,0,@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?
negative,0.6381,Virgin America,0,"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)"
neutral,0.6559,Virgin America,0,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd"
negative,1.0,Virgin America,0,@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥
neutral,0.6673,Virgin America,0,@VirginAmerica is my new go to airline
positive,1.0,Virgin America,0,"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks."
positive,0.6875,Virgin America,0,@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.
neutral,1.0,Virgin America,0,@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica
negative,0.6539,Virgin America,0,@VirginAmerica trying to check-in...but looks like your site is down?
negative,0.6596,Virgin America,0,@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.
positive,1.0,Virgin America,0,"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!"
negative,0.6436,Virgin America,0,"@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???"
